Id,date,steps,calories_burned,avg_heart_rate,sleep_hours
150439,2023-01-27,4170,2289,89,6.4
150414,2023-01-22,8671,2584,96,7.5
150467,2023-01-13,8781,2357,86,7.9
150434,2023-01-12,12095,2916,89,5.1
150447,2023-01-26,10325,1911,77,6.2
150461,2023-01-28,5850,1820,95,6.1
150482,2023-01-19,12650,3019,82,8.6
150470,2023-01-09,14331,3268,65,5.3
150471,2023-01-30,9265,1840,98,7.4
150472,2023-01-27,10195,2376,76,5.2
150418,2023-01-07,13849,3400,69,5.7
150489,2023-01-03,8913,2853,69,8.5
150420,2023-01-05,4762,2800,73,8.0
150415,2023-01-04,5355,1982,85,5.5
150489,2023-01-16,13634,1910,85,8.3
150433,2023-01-11,3650,3445,93,6.4
150403,2023-01-24,6530,2960,93,5.7
150426,2023-01-07,14498,2419,92,5.5
150407,2023-01-12,3920,3220,77,7.1
150435,2023-01-19,7876,3052,87,8.0
150398,2023-01-23,6327,3146,77,7.2
150488,2023-01-17,14659,3044,74,8.8
150402,2023-01-09,10043,1937,76,7.0
150451,2023-01-22,8636,3282,69,7.9
150414,2023-01-10,10045,2848,72,6.5
150422,2023-01-25,4708,3382,71,5.2
150475,2023-01-27,3904,2778,99,8.1
150481,2023-01-03,13730,3442,90,5.8
150469,2023-01-13,5211,3243,74,6.1
150489,2023-01-02,8493,2888,62,5.0
150414,2023-01-04,10629,1933,62,8.2
150411,2023-01-28,6230,2288,70,8.5
150472,2023-01-24,4403,3226,83,7.4
150423,2023-01-07,10742,3146,64,7.0
150487,2023-01-23,10980,2031,88,7.7
150409,2023-01-08,8658,2648,87,7.9
150427,2023-01-05,5871,2746,80,7.1
150417,2023-01-25,3874,3264,80,7.1
150471,2023-01-19,4725,2784,83,5.2
150419,2023-01-18,12046,2439,62,7.8
150429,2023-01-20,5093,2417,91,7.7
150463,2023-01-08,8432,3186,87,7.4
150404,2023-01-11,14045,2982,95,6.8
150428,2023-01-14,13578,1992,64,7.9
150436,2023-01-25,5398,2233,79,8.0
150422,2023-01-06,6415,2242,62,8.9
150405,2023-01-11,14687,2842,77,6.2
150491,2023-01-07,6281,3336,88,8.1
150445,2023-01-08,9297,3211,76,5.1
150495,2023-01-04,12058,1892,76,7.1
150422,2023-01-12,3785,2000,88,6.2
150474,2023-01-06,7890,2002,64,7.9
150421,2023-01-28,13135,2478,93,5.7
150418,2023-01-15,10548,2800,99,8.9
150455,2023-01-20,13565,2914,65,6.2
150436,2023-01-18,14151,1983,71,6.1
150427,2023-01-08,5179,2590,79,7.0
150410,2023-01-10,10179,1886,71,5.6
150429,2023-01-23,4364,2950,84,6.7
150451,2023-01-04,5838,2537,99,8.3
150453,2023-01-01,6057,1836,72,7.6
150414,2023-01-16,10154,3340,78,5.8
150402,2023-01-07,7261,3304,83,8.6
150401,2023-01-17,8713,2682,64,7.5
150429,2023-01-05,6802,3027,66,6.1
150437,2023-01-07,4716,2110,96,5.5
150411,2023-01-27,8208,2487,72,8.1
150430,2023-01-07,10786,2094,87,8.7
150454,2023-01-21,11038,2457,61,6.8
150456,2023-01-08,9240,3265,70,7.9
150397,2023-01-27,4734,2288,92,6.6
150402,2023-01-29,9229,3297,84,8.6
150479,2023-01-21,4573,2871,70,7.8
150475,2023-01-10,6614,3042,71,7.3
150479,2023-01-16,6080,2876,72,6.5
150445,2023-01-28,13544,2967,99,8.2
150410,2023-01-06,6389,2907,66,7.6
150484,2023-01-05,7541,3003,81,5.3
150447,2023-01-29,4910,2368,93,8.6
150404,2023-01-02,7670,1942,92,5.9
150487,2023-01-27,14590,2511,96,5.1
150448,2023-01-10,3901,1844,92,5.2
150414,2023-01-30,10993,3246,64,5.9
150438,2023-01-07,7887,1970,90,8.8
150469,2023-01-04,5592,3393,78,8.2
150470,2023-01-27,11414,1802,62,8.1
150464,2023-01-08,4222,3286,79,7.8
150492,2023-01-01,4137,3212,98,8.7
150480,2023-01-12,3768,3204,92,6.7
150435,2023-01-04,9139,3374,67,6.5
150472,2023-01-03,10219,3032,97,8.0
150447,2023-01-27,7368,3117,73,7.7
150435,2023-01-08,9855,2046,67,6.5
150483,2023-01-09,12650,2959,63,7.6
150484,2023-01-14,8712,1974,89,6.5
150460,2023-01-10,3028,2730,74,6.6
150417,2023-01-21,4974,3043,73,6.0
150483,2023-01-24,3331,3221,84,5.2
150446,2023-01-18,5939,2847,82,7.4
150429,2023-01-27,13278,2168,82,5.2
150446,2023-01-01,13785,2347,84,8.6
150444,2023-01-20,5159,3412,82,6.3
150437,2023-01-01,12175,2688,64,6.4
150414,2023-01-20,14757,2682,66,7.8
150442,2023-01-29,12898,2221,96,8.6
150461,2023-01-24,12033,3025,83,8.8
150420,2023-01-18,13587,2339,63,6.5
150481,2023-01-14,11051,2996,94,8.4
150454,2023-01-05,13491,3088,74,5.1
150439,2023-01-05,8877,2441,85,6.1
150423,2023-01-16,12959,2447,64,8.3
150416,2023-01-24,8251,2843,69,8.5
150403,2023-01-10,4063,2028,95,9.0
150404,2023-01-18,3814,2145,71,8.6
150438,2023-01-22,8634,3216,71,7.6
150488,2023-01-15,13986,3055,66,6.3
150426,2023-01-26,5176,3495,84,8.0
150403,2023-01-07,4605,3326,63,8.4
150413,2023-01-01,3482,2931,93,6.9
150474,2023-01-27,8167,3151,60,6.4
150448,2023-01-28,3992,2514,69,7.9
150415,2023-01-23,14185,2762,95,7.5
150412,2023-01-13,13737,2163,80,5.8
150407,2023-01-02,7873,2839,66,9.0
150490,2023-01-09,13603,1859,93,7.7
150469,2023-01-26,12108,2516,64,5.4
150409,2023-01-25,6762,2911,76,5.4
150467,2023-01-02,14108,2139,60,5.0
150430,2023-01-25,13348,2346,98,5.8
150459,2023-01-18,6022,2068,87,7.7
150417,2023-01-15,9404,2155,65,7.5
150456,2023-01-23,13394,2913,97,8.4
150430,2023-01-19,5187,3267,86,7.1
150446,2023-01-08,12836,2468,67,7.7
150471,2023-01-21,8985,2624,82,8.5
150417,2023-01-09,5125,1923,70,8.0
150427,2023-01-14,6607,2335,63,5.6
150483,2023-01-05,9651,3368,96,7.8
150482,2023-01-05,7350,2007,61,8.5
150402,2023-01-15,3666,1892,91,5.7
150415,2023-01-05,11737,3387,77,6.9
150474,2023-01-22,7537,2603,91,7.6
150423,2023-01-08,10661,2086,75,8.1
150427,2023-01-28,11712,2776,70,7.5
150488,2023-01-05,7746,2751,66,7.8
150486,2023-01-11,9702,3469,67,6.9
150425,2023-01-27,6483,2290,60,6.4
150488,2023-01-12,7526,2403,73,8.6
150423,2023-01-30,4556,3226,78,7.6
150442,2023-01-16,11750,3010,90,7.4
150458,2023-01-02,10633,2233,75,7.6
150417,2023-01-06,4651,2936,87,7.9
150420,2023-01-01,14002,3459,78,8.5
150404,2023-01-15,13147,3115,85,6.0
150466,2023-01-18,10520,3219,93,8.2
150462,2023-01-25,4109,2972,91,6.0
150453,2023-01-21,3997,1854,79,6.3
150402,2023-01-12,3760,3486,75,5.6
150455,2023-01-03,7354,2123,96,5.3
150445,2023-01-14,13506,3434,96,5.6
150495,2023-01-19,11978,2538,71,6.0
150436,2023-01-06,11100,2292,67,8.1
150456,2023-01-19,5283,2849,67,6.4
150494,2023-01-11,6465,2463,99,7.1
150491,2023-01-12,12805,2901,92,6.2
150446,2023-01-04,13570,3361,93,5.3
150443,2023-01-10,11220,2774,94,5.2
150411,2023-01-03,14970,2429,73,6.3
150443,2023-01-08,14514,2689,74,7.5
150402,2023-01-17,8585,2403,81,5.4
150493,2023-01-08,12488,2730,60,7.6
150477,2023-01-27,13822,2854,71,6.4
150413,2023-01-24,3148,2907,65,6.0
150425,2023-01-08,6253,2683,83,7.9
150430,2023-01-17,5068,2041,66,7.9
150411,2023-01-10,3968,2310,96,8.7
150412,2023-01-07,14207,3445,73,7.5
150459,2023-01-02,11874,3206,84,8.0
150418,2023-01-21,5555,2275,95,6.1
150477,2023-01-23,13546,2977,95,8.4
150409,2023-01-29,4949,2388,85,6.6
150440,2023-01-30,14405,2116,66,5.5
150425,2023-01-07,11088,2186,97,7.1
150450,2023-01-30,13278,2600,77,5.3
150459,2023-01-10,7376,3098,64,6.4
150473,2023-01-20,8372,1812,71,6.4
150452,2023-01-29,10865,3069,79,5.2
150466,2023-01-05,8791,2066,97,8.2
150411,2023-01-04,8724,2643,89,5.6
150443,2023-01-04,8798,3235,91,5.9
150491,2023-01-26,4142,2732,78,7.4
150415,2023-01-10,11433,2031,80,8.3
150400,2023-01-05,14261,2217,66,5.5
150459,2023-01-08,5013,3449,89,7.0
150407,2023-01-09,10980,2921,62,7.8
150443,2023-01-06,14925,2215,64,7.4
150491,2023-01-08,13155,3055,65,6.9
150398,2023-01-30,8625,2702,95,8.2
150410,2023-01-27,3374,2092,64,5.3
150466,2023-01-06,7584,2501,93,8.0
150459,2023-01-03,14334,3277,62,9.0
150434,2023-01-10,13232,2383,99,5.0
150460,2023-01-05,9794,1920,89,6.9
150457,2023-01-18,5063,3394,76,6.0
150459,2023-01-28,3600,2452,80,6.8
150429,2023-01-07,8755,2385,97,8.9
150420,2023-01-14,13571,2237,71,6.9
150416,2023-01-28,13822,2315,88,7.6
150482,2023-01-29,6954,1961,96,5.0
150479,2023-01-22,9250,3011,67,5.7
150460,2023-01-19,5686,2178,99,6.4
150437,2023-01-10,5866,1829,70,7.1
150406,2023-01-30,9609,2912,71,5.9
150443,2023-01-18,12643,1800,69,8.8
150444,2023-01-29,12953,2020,78,8.2
150475,2023-01-18,11148,2721,95,7.7
150448,2023-01-18,14926,2382,62,8.3
150483,2023-01-16,6963,2646,69,6.5
150414,2023-01-05,10693,1872,74,6.6
150485,2023-01-23,10252,3281,79,7.8
150483,2023-01-04,3761,2937,85,7.8
150408,2023-01-09,8370,2999,85,7.1
150484,2023-01-02,10960,2791,89,5.5
150489,2023-01-12,12304,2627,85,6.1
150436,2023-01-22,14273,3034,62,6.2
150475,2023-01-26,9338,3493,72,7.4
150495,2023-01-21,3354,2746,91,7.4
150429,2023-01-04,4988,2905,85,7.3
150411,2023-01-08,13544,3320,87,8.5
150476,2023-01-02,5666,2263,78,5.5
150440,2023-01-17,6809,2587,98,7.5
150444,2023-01-03,12643,2032,60,6.6
150420,2023-01-17,6740,1978,63,7.7
150448,2023-01-04,3534,3214,66,7.0
150482,2023-01-21,9364,2072,85,5.4
150464,2023-01-21,7725,1963,98,6.7
150495,2023-01-16,3142,2766,95,7.4
150420,2023-01-16,3405,2031,80,7.5
150444,2023-01-02,12190,3132,85,8.5
150427,2023-01-03,4913,3016,76,5.6
150430,2023-01-01,4184,2130,75,5.3
150462,2023-01-13,14759,2798,95,7.9
150418,2023-01-01,6670,2783,78,6.2
150430,2023-01-13,11326,3396,83,8.7
150410,2023-01-03,9082,2434,65,7.4
150477,2023-01-20,12473,2074,79,9.0
150489,2023-01-15,13946,2650,69,7.0
150431,2023-01-11,8618,1940,60,7.5
150430,2023-01-24,10024,3036,68,5.3
150405,2023-01-19,13682,2127,96,5.7
150411,2023-01-21,8238,3041,69,5.1
150473,2023-01-16,13824,2668,79,7.9
150468,2023-01-14,3421,2120,70,8.5
150432,2023-01-08,5942,2019,65,8.0
150459,2023-01-17,13100,2764,85,7.4
150459,2023-01-22,13797,1849,97,5.0
150491,2023-01-27,7840,3429,66,6.0
150403,2023-01-17,12765,1938,95,6.3
150421,2023-01-11,4774,2211,99,8.0
150415,2023-01-07,9164,2353,72,5.5
150399,2023-01-02,9002,2270,74,6.5
150413,2023-01-05,10421,2720,61,6.1
150474,2023-01-24,6988,1859,72,8.0
150405,2023-01-01,11609,2146,76,7.3
150413,2023-01-08,5349,3354,63,7.9
150475,2023-01-14,14555,3454,76,7.1
150469,2023-01-12,7264,2885,88,7.2
150430,2023-01-26,13869,2060,82,8.4
150486,2023-01-18,11774,2525,60,6.9
150490,2023-01-16,13825,3279,79,6.5
150493,2023-01-04,9395,2900,66,6.5
150427,2023-01-30,9579,2934,84,5.5
150442,2023-01-08,9360,3313,66,7.6
150478,2023-01-22,8729,2494,96,5.7
150421,2023-01-19,4856,3134,74,5.2
150475,2023-01-01,6216,3189,95,6.5
150479,2023-01-30,13715,3240,81,8.8
150457,2023-01-30,14797,2418,96,5.4
150436,2023-01-28,8552,2427,81,5.7
150428,2023-01-25,9261,2687,92,6.1
150456,2023-01-13,10210,3309,79,5.2
150442,2023-01-22,9533,2381,67,8.2
150472,2023-01-15,3256,3169,84,8.8
150491,2023-01-21,3124,2336,61,5.1
150424,2023-01-07,7945,2153,70,6.1
150461,2023-01-11,10135,2809,74,5.9
150492,2023-01-20,4126,3049,65,7.7
150434,2023-01-20,6183,3269,82,5.3
150456,2023-01-06,7732,2817,98,9.0
150411,2023-01-19,11320,2814,67,5.6
150493,2023-01-30,4934,2876,83,8.1
150428,2023-01-09,12689,2923,91,6.5
150435,2023-01-27,10069,2216,68,8.4
150455,2023-01-22,12979,2168,88,7.0
150461,2023-01-17,13296,2802,76,6.4
150407,2023-01-11,10694,2296,63,8.2
150472,2023-01-18,4306,1873,94,7.1
150473,2023-01-05,11283,2246,99,7.1
150425,2023-01-30,6313,2593,64,7.0
150431,2023-01-19,6904,2916,81,8.4
150435,2023-01-16,4996,3096,83,6.9
150440,2023-01-23,8573,1835,95,7.9
150448,2023-01-16,6225,3370,74,7.5
150419,2023-01-03,9274,2152,63,7.9
150415,2023-01-18,8330,3214,87,6.4
150471,2023-01-04,9524,2896,63,7.6
150400,2023-01-11,6440,3348,82,8.0
150476,2023-01-23,10034,2965,75,7.2
150442,2023-01-17,6622,2103,85,6.9
150414,2023-01-14,6036,2246,65,5.0
150473,2023-01-13,3352,2599,78,5.4
150417,2023-01-26,7000,3342,65,8.6
150410,2023-01-25,14106,2593,67,6.6
150484,2023-01-10,9065,2820,63,5.4
150445,2023-01-13,10533,2567,68,5.6
150399,2023-01-04,6769,2374,81,7.4
150434,2023-01-17,10542,1810,87,7.5
150421,2023-01-18,9401,2904,71,6.2
150442,2023-01-06,4773,3237,88,8.5
150493,2023-01-27,13503,2961,73,9.0
150400,2023-01-14,3395,2244,78,5.4
150493,2023-01-21,12393,2747,85,6.0
150431,2023-01-01,14281,3429,81,7.2
150453,2023-01-11,6367,2994,78,8.1
150491,2023-01-04,6810,2663,64,8.9
150448,2023-01-06,11518,2407,78,7.8
150424,2023-01-19,6796,2034,72,5.7
150414,2023-01-12,10340,2835,91,5.5
150447,2023-01-13,14113,2271,72,5.3
150475,2023-01-06,3636,2173,75,7.6
150472,2023-01-22,13585,2926,82,6.0
150445,2023-01-20,11979,2547,76,5.7
150416,2023-01-09,9579,2082,90,7.0
150407,2023-01-19,11190,3182,79,8.0
150472,2023-01-17,14415,2422,74,5.1
150452,2023-01-20,14395,2232,68,7.3
150450,2023-01-02,14602,2473,65,7.0
150416,2023-01-13,9251,3190,84,8.0
150478,2023-01-28,10678,3404,64,7.0
150457,2023-01-03,13464,3328,68,6.1
150453,2023-01-07,4467,2951,80,5.4
150419,2023-01-20,14892,2748,73,8.6
150415,2023-01-03,7592,2499,70,6.8
150491,2023-01-19,13604,2926,72,7.3
150420,2023-01-24,10616,2240,88,6.9
150419,2023-01-14,12122,2088,79,8.0
150426,2023-01-25,10927,3070,86,8.8
150402,2023-01-03,13040,2200,82,8.0
150488,2023-01-28,13302,3134,82,8.1
150404,2023-01-03,4248,2806,61,7.2
150489,2023-01-17,10391,2924,63,6.1
150408,2023-01-11,8068,2392,99,8.5
150465,2023-01-06,4014,1884,90,8.8
150410,2023-01-21,12465,2940,93,6.9
150417,2023-01-24,12911,3442,79,7.5
150486,2023-01-09,13858,2615,86,5.1
150419,2023-01-19,9040,1942,80,5.1
150442,2023-01-03,3746,2166,85,8.3
150396,2023-01-24,3391,3498,94,8.1
150467,2023-01-11,3519,3167,62,8.5
150433,2023-01-08,3067,3396,88,8.0
150427,2023-01-04,4772,2532,63,7.3
150424,2023-01-18,13202,2431,69,5.6
150436,2023-01-27,12793,2469,62,6.4
150412,2023-01-29,6273,2656,77,8.1
150429,2023-01-13,7195,2882,61,8.5
150471,2023-01-24,12346,2925,73,8.6
150486,2023-01-23,13928,2533,90,7.0
150472,2023-01-20,3372,2161,88,5.7
150478,2023-01-10,12361,2692,98,5.8
150492,2023-01-29,10694,2534,68,7.6
150495,2023-01-29,9762,3247,65,7.5
150475,2023-01-22,4189,3420,68,7.3
150467,2023-01-01,3091,1938,92,6.3
150455,2023-01-12,8065,2152,99,6.7
150462,2023-01-29,13465,3341,81,5.0
150463,2023-01-22,5105,2320,77,5.7
150421,2023-01-15,14381,2512,98,8.5
150451,2023-01-19,9022,2081,85,7.3
150412,2023-01-06,9059,1901,85,7.3
150403,2023-01-27,12444,2069,89,8.3
150436,2023-01-11,12765,2942,96,8.5
150474,2023-01-09,3364,3425,81,6.0
150431,2023-01-21,7434,2458,61,6.6
150419,2023-01-23,9362,2206,86,6.6
150478,2023-01-01,6773,2379,86,8.7
150417,2023-01-16,10462,2809,94,6.7
150493,2023-01-22,14580,3355,75,7.3
150492,2023-01-26,14069,2660,82,5.0
150444,2023-01-18,5387,2146,65,6.3
150452,2023-01-12,7196,2762,68,8.5
150416,2023-01-16,8343,2673,93,5.8
150418,2023-01-11,13482,2360,91,6.0
150485,2023-01-01,3267,2097,93,5.4
150489,2023-01-01,6116,2612,70,7.1
150468,2023-01-25,3145,2515,98,6.7
150426,2023-01-01,5295,3389,92,8.8
150488,2023-01-29,4860,1814,62,8.4
150428,2023-01-26,6951,3312,78,7.7
150466,2023-01-10,13922,3118,71,5.3
150442,2023-01-12,3643,2226,85,5.9
150494,2023-01-29,12025,2798,93,5.5
150402,2023-01-27,9882,2838,84,7.9
150473,2023-01-03,7644,2430,62,6.6
150397,2023-01-01,12062,2594,68,7.8
150404,2023-01-19,10783,2757,77,7.4
150438,2023-01-05,7524,2657,87,7.1
150401,2023-01-24,5000,2508,90,8.0
150438,2023-01-23,3224,3353,68,5.7
150439,2023-01-02,8874,3353,94,5.1
150424,2023-01-20,6607,2322,76,7.7
150434,2023-01-30,13022,1986,84,7.1
150449,2023-01-28,4480,1886,74,6.3
150410,2023-01-24,3529,3375,80,7.9
150485,2023-01-28,8067,3080,81,5.7
150422,2023-01-28,3882,1946,85,8.9
150435,2023-01-10,7482,2498,71,7.2
150429,2023-01-26,5424,2864,79,5.8
150488,2023-01-14,12107,2508,97,8.2
150412,2023-01-14,12206,2135,74,6.0
150435,2023-01-25,9771,1942,68,6.9
150460,2023-01-11,5024,2098,75,8.5
150457,2023-01-27,9199,2346,89,5.4
150476,2023-01-10,13471,2774,64,5.8
150444,2023-01-27,13941,1800,95,6.1
150436,2023-01-16,5863,2408,71,5.7
150439,2023-01-19,4810,2270,93,5.8
150428,2023-01-13,5972,2701,92,8.9
150454,2023-01-26,10857,3180,91,5.9
150410,2023-01-22,13817,2134,93,8.2
150451,2023-01-09,11534,2235,70,8.5
150444,2023-01-04,14126,2525,82,5.1
150418,2023-01-30,10183,2952,80,7.9
150421,2023-01-14,5497,3089,73,7.5
150438,2023-01-12,3422,2371,93,8.3
150480,2023-01-02,3526,2255,72,6.6
150477,2023-01-14,3892,2186,93,7.3
150433,2023-01-23,4141,2331,89,8.6
150396,2023-01-17,9873,3379,93,6.6
150437,2023-01-02,10279,3187,82,7.6
150443,2023-01-29,11558,2649,61,7.4
150451,2023-01-10,6235,2984,72,7.8
150464,2023-01-29,7335,1889,99,8.8
150437,2023-01-17,6904,2560,80,8.0
150459,2023-01-16,7619,2895,64,6.8
150471,2023-01-07,10024,2900,72,6.3
150493,2023-01-24,10069,2063,80,8.9
150433,2023-01-05,13701,2719,91,6.2
150416,2023-01-15,8995,3084,62,9.0
150466,2023-01-25,6581,2514,83,6.3
150410,2023-01-02,11619,3128,99,7.5
150455,2023-01-18,9559,2331,93,6.0
150426,2023-01-18,6667,3423,81,8.4
150415,2023-01-16,14280,3468,79,8.0
150434,2023-01-04,12076,2165,79,6.4
150484,2023-01-23,12945,2552,75,8.0
150487,2023-01-15,3081,1934,74,5.5
150398,2023-01-17,10996,2615,78,7.3
150402,2023-01-11,8569,2004,70,5.3
150437,2023-01-04,12878,1991,62,6.6
150468,2023-01-05,12587,3440,83,6.7
150462,2023-01-27,13183,2320,94,5.2
150440,2023-01-25,12311,2740,95,7.5
150468,2023-01-07,5653,2609,64,6.2
150447,2023-01-19,11243,2681,88,7.8
150396,2023-01-02,8191,2844,98,6.8
150417,2023-01-10,6471,2636,69,6.3
150408,2023-01-16,7286,3490,97,5.8
150452,2023-01-17,10334,2663,85,5.5
150478,2023-01-19,10364,3477,62,5.2
150460,2023-01-16,14045,3422,80,8.2
150478,2023-01-18,6244,2840,93,8.5
150420,2023-01-26,9796,2500,97,8.4
150484,2023-01-26,4188,3348,69,7.7
150417,2023-01-13,8017,2380,88,6.8
150402,2023-01-10,6579,2783,64,8.9
150466,2023-01-09,7879,3023,77,7.0
150472,2023-01-29,7838,3405,99,6.3
150396,2023-01-12,14016,3169,61,7.7
150407,2023-01-24,13426,1860,96,5.4
150483,2023-01-12,10272,2377,66,6.3
150480,2023-01-09,11007,2027,84,7.6
150441,2023-01-10,10754,2365,83,6.6
150402,2023-01-21,9493,1906,76,6.1
150449,2023-01-21,12549,2610,85,5.8
150452,2023-01-06,11613,2635,92,5.9
150484,2023-01-27,12581,3271,60,5.2
150410,2023-01-28,7648,2117,73,7.1
150463,2023-01-04,8463,3085,86,5.6
150460,2023-01-14,12410,2305,73,8.0
150446,2023-01-14,8818,2182,76,6.8
150462,2023-01-08,5072,3010,91,5.1
150425,2023-01-12,6866,3325,89,6.5
150435,2023-01-20,6343,2686,61,8.0
150431,2023-01-09,3018,1994,69,6.6
150454,2023-01-22,5064,3019,66,7.7
150495,2023-01-10,4141,2465,76,7.7
150399,2023-01-26,12540,2315,75,5.3
150442,2023-01-05,11989,2147,76,5.4
150460,2023-01-06,7224,2914,87,7.5
150458,2023-01-07,9704,1900,61,7.8
150409,2023-01-17,5946,2715,74,6.9
150495,2023-01-25,11850,2738,71,7.1
150441,2023-01-16,6144,2042,78,7.9
150430,2023-01-08,13788,2448,77,8.1
150490,2023-01-20,11718,3465,71,7.0
150466,2023-01-02,10379,3241,89,8.8
150460,2023-01-25,11123,1830,70,5.6
150446,2023-01-02,3913,2014,65,7.7
150492,2023-01-09,5068,3134,71,6.5
150450,2023-01-05,10727,2842,65,5.8
150478,2023-01-04,8914,2072,67,5.9
150473,2023-01-06,7537,2017,89,8.1
150460,2023-01-13,13405,3366,99,5.6
150406,2023-01-26,7090,2616,76,8.8
150427,2023-01-11,14757,3328,86,5.3
150439,2023-01-08,3140,3378,76,5.9
150484,2023-01-03,13969,2688,95,5.9
150432,2023-01-15,13832,2313,71,6.8
150478,2023-01-11,8967,2294,97,8.2
150456,2023-01-05,3350,2970,68,8.7
150424,2023-01-13,5624,3442,78,7.3
150459,2023-01-30,12089,2720,72,8.7
150432,2023-01-23,6940,2139,71,5.6
150421,2023-01-29,14172,1806,63,5.2
150433,2023-01-20,12941,2742,76,8.3
150486,2023-01-25,7274,2037,66,8.1
150481,2023-01-19,12624,2302,82,5.4
150465,2023-01-19,14366,2201,74,7.0
150400,2023-01-21,7330,2457,71,7.8
150470,2023-01-19,5997,2479,87,5.1
150454,2023-01-09,5939,2653,77,8.4
150408,2023-01-30,7799,2486,88,6.8
150423,2023-01-11,9337,3487,94,5.8
150483,2023-01-02,11724,2293,62,6.1
150419,2023-01-08,12346,2387,87,7.1
150490,2023-01-26,6955,2721,81,5.3
150436,2023-01-09,4874,2670,87,7.4
150412,2023-01-05,8592,3240,91,6.5
150433,2023-01-27,9055,2973,79,5.1
150453,2023-01-26,7378,2742,61,6.8
150463,2023-01-26,11475,2012,73,5.9
150440,2023-01-11,7873,2243,99,6.3
150495,2023-01-15,6247,2485,92,6.7
150477,2023-01-09,13003,2327,80,7.0
150474,2023-01-04,14735,3305,82,6.1
150449,2023-01-16,11052,3453,66,6.4
150396,2023-01-25,8892,3313,98,7.6
150441,2023-01-06,9394,2090,64,7.1
150399,2023-01-12,12561,2540,85,8.9
150416,2023-01-29,7431,2497,63,5.2
150453,2023-01-20,3551,3146,84,6.8
150429,2023-01-03,13561,2317,64,8.9
150486,2023-01-19,6038,2597,74,7.2
150476,2023-01-07,9083,2110,71,7.1
150396,2023-01-09,12998,1989,62,8.4
150431,2023-01-17,6700,2215,85,6.0
150408,2023-01-04,4933,3180,93,6.8
150492,2023-01-07,11759,2343,98,7.4
150429,2023-01-24,14534,2443,88,7.1
150409,2023-01-11,4980,2986,84,7.9
150469,2023-01-07,4646,2240,64,6.1
150491,2023-01-15,9213,2015,99,7.8
150464,2023-01-14,8997,2107,75,6.3
150397,2023-01-09,4663,3329,87,6.4
150466,2023-01-12,14028,2092,83,6.6
150424,2023-01-25,11418,3059,66,8.1
150407,2023-01-16,6810,2862,88,8.1
150466,2023-01-15,9154,3152,71,7.6
150408,2023-01-26,3277,3019,79,7.8
150491,2023-01-18,14698,2131,86,5.0
150422,2023-01-08,7458,2247,86,5.6
150402,2023-01-28,13267,2513,98,6.3
150431,2023-01-04,11306,2731,93,7.1
150466,2023-01-01,14381,2500,62,5.9
150453,2023-01-27,12744,2636,98,8.5
150440,2023-01-15,14864,3145,71,6.3
150397,2023-01-19,8249,2876,85,8.9
150463,2023-01-09,9854,3497,70,7.6
150418,2023-01-10,11535,3117,69,8.9
150452,2023-01-09,6666,1981,69,6.2
150483,2023-01-13,3144,3163,82,6.7
150456,2023-01-29,7597,3415,95,5.8
150468,2023-01-04,10982,2880,66,5.8
150405,2023-01-24,11966,3496,82,8.4
150486,2023-01-07,4900,1969,63,8.8
150425,2023-01-25,10468,3162,70,8.9
150479,2023-01-23,4160,2697,75,8.5
150466,2023-01-03,7607,1844,86,5.3
150428,2023-01-24,6168,2316,87,6.6
150433,2023-01-03,13698,2716,70,5.1
150417,2023-01-02,8997,2010,81,7.8
150447,2023-01-17,12017,1870,77,8.9
150403,2023-01-03,9891,2394,96,6.5
150464,2023-01-23,7213,2699,89,7.7
150455,2023-01-11,14814,2836,71,7.1
150477,2023-01-29,6553,2842,79,7.5
150469,2023-01-24,5956,3474,87,5.9
150451,2023-01-26,13816,2699,70,7.8
150445,2023-01-06,12971,2180,68,7.4
150467,2023-01-30,8783,2512,90,7.3
150457,2023-01-02,9575,2477,90,8.3
150456,2023-01-09,13260,3374,90,6.4
150460,2023-01-04,7710,2128,71,7.6
150403,2023-01-14,9316,3123,64,5.7
150484,2023-01-01,7692,2450,98,7.6
150413,2023-01-14,10397,3385,62,7.1
150403,2023-01-20,14905,3419,60,5.6
150466,2023-01-24,11071,2900,96,7.2
150467,2023-01-29,13014,2964,77,8.8
150487,2023-01-14,14911,1975,73,6.0
150488,2023-01-21,11500,1851,68,7.6
150453,2023-01-04,9571,2940,63,6.5
150471,2023-01-01,10171,3490,99,5.4
150415,2023-01-14,7940,3023,82,7.9
150480,2023-01-27,6688,3141,94,6.8
150433,2023-01-14,5217,3291,97,7.4
150423,2023-01-19,7897,2741,73,6.6
150463,2023-01-28,8988,1904,77,8.4
150462,2023-01-30,7491,2411,71,5.8
150495,2023-01-12,9655,1846,63,5.1
150423,2023-01-12,7152,3126,94,9.0
150437,2023-01-20,3165,2648,73,8.7
150436,2023-01-05,12940,2223,82,8.7
150455,2023-01-09,13713,2333,62,6.2
150453,2023-01-17,11347,3340,80,7.3
150409,2023-01-09,9446,2668,79,6.6
150467,2023-01-10,10951,2431,79,6.5
150488,2023-01-22,10018,2866,66,5.3
150425,2023-01-22,14908,2407,79,7.2
150420,2023-01-28,7987,2664,85,6.9
150444,2023-01-24,4677,2633,99,5.5
150459,2023-01-07,5147,2415,81,6.1
150397,2023-01-08,6627,3163,89,8.5
150493,2023-01-02,6804,2582,60,6.6
